
 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17

 L =                     1

 L =                    10

 L =                    17
