  8.35E+06 2.93E-14 2.47E-11 5.85E-09 4.19E-14 9.42E-16 7.78E-16 4.62E-19 2.16E-19 4.00E-26 3.10E-28 3.70E-13 7.76E-18
  8.75E+06 1.49E-14 3.08E-12 4.47E-09 6.11E-15 5.45E-17 5.21E-17 4.35E-21 1.72E-20 2.00E-28 2.90E-29 3.59E-13 5.61E-20
  9.15E+06 1.08E-14 6.00E-13 3.39E-09 2.15E-15 3.19E-18 3.54E-18 4.34E-23 2.89E-21 1.05E-30 1.28E-30 3.43E-13 1.16E-21
  9.55E+06 9.28E-15 2.01E-13 2.69E-09 8.21E-16 1.82E-19 2.45E-19 4.66E-25 5.20E-22 5.94E-33 3.63E-32 3.18E-13 3.75E-23
  9.95E+06 8.22E-15 1.19E-13 2.41E-09 3.55E-16 1.13E-20 2.49E-20 7.36E-27 1.06E-22 4.69E-35 6.95E-34 2.83E-13 1.47E-24
     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 5.78E-18 1.23E-14 5.46E-12 4.49E-13 2.13E-01 2.58E-12 4.51E-18 4.85E-20 3.23E-11 2.02E-12 8.28E-14 2.84E-04
  1.50E+05 8.05E-18 1.43E-14 7.82E-12 5.65E-13 2.10E-01 2.69E-12 5.14E-18 7.35E-20 5.72E-11 4.01E-12 1.04E-13 4.05E-04
  2.50E+05 1.06E-17 1.68E-14 1.05E-11 6.69E-13 2.10E-01 2.85E-12 5.85E-18 1.10E-19 8.03E-11 6.26E-12 1.23E-13 4.09E-04
  3.50E+05 1.35E-17 1.93E-14 1.28E-11 7.73E-13 2.10E-01 3.12E-12 6.58E-18 1.66E-19 1.03E-10 8.46E-12 1.46E-13 4.13E-04
  7.50E+05 2.56E-17 3.12E-14 1.89E-11 7.51E-13 2.10E-01 5.64E-12 1.03E-17 8.32E-19 1.90E-10 1.28E-11 3.06E-13 4.28E-04
  1.15E+06 5.44E-17 3.75E-14 2.58E-11 5.88E-13 2.10E-01 1.59E-12 2.47E-18 8.43E-19 1.18E-10 6.44E-12 1.02E-13 4.31E-04
  1.55E+06 1.09E-16 1.13E-13 6.95E-11 4.53E-12 2.10E-01 1.05E-14 3.10E-21 5.76E-21 1.27E-11 2.33E-13 6.35E-16 4.31E-04
  1.95E+06 4.85E-16 8.45E-13 1.32E-10 3.90E-11 2.10E-01 1.69E-17 3.26E-24 4.99E-21 7.26E-13 1.21E-14 4.39E-19 4.31E-04
  2.35E+06 1.92E-15 4.90E-12 1.40E-10 1.20E-10 2.10E-01 1.43E-20 4.67E-27 6.05E-21 4.49E-14 2.14E-15 2.00E-22 4.31E-04
  2.75E+06 6.69E-15 1.77E-11 1.08E-10 2.02E-10 2.10E-01 3.57E-24 3.27E-30 4.32E-21 2.95E-15 1.51E-14 3.82E-26 4.31E-04
  3.15E+06 2.79E-14 4.35E-11 9.05E-11 2.00E-10 2.10E-01 1.06E-28 2.14E-31 3.54E-21 3.29E-16 1.77E-14 6.05E-28 4.31E-04
  3.55E+06 1.73E-13 9.74E-11 1.25E-10 9.42E-11 2.10E-01 3.46E-29 3.01E-30 1.77E-20 4.30E-16 1.76E-14 1.65E-27 4.31E-04
  3.95E+06 9.51E-13 1.58E-10 1.85E-10 1.64E-11 2.10E-01 1.51E-28 3.52E-29 8.22E-20 9.12E-16 1.71E-14 3.14E-27 4.31E-04
  4.35E+06 3.25E-12 1.55E-10 2.67E-10 9.96E-13 2.10E-01 7.44E-28 3.18E-28 3.07E-19 2.09E-15 1.58E-14 4.74E-27 4.31E-04
  4.75E+06 6.50E-12 8.95E-11 3.69E-10 3.40E-14 2.10E-01 2.59E-27 1.56E-27 8.83E-19 4.27E-15 1.36E-14 6.14E-27 4.31E-04
  5.15E+06 9.15E-12 4.30E-11 4.24E-10 1.55E-15 2.10E-01 4.57E-27 3.66E-27 2.41E-18 6.71E-15 1.11E-14 8.10E-27 4.31E-04
  5.55E+06 1.15E-11 2.14E-11 4.46E-10 1.14E-16 2.10E-01 5.97E-27 6.01E-27 7.17E-18 8.72E-15 9.09E-15 1.84E-26 4.31E-04
  5.95E+06 1.36E-11 9.94E-12 4.56E-10 9.46E-18 2.10E-01 7.59E-27 9.30E-27 2.04E-17 1.02E-14 7.55E-15 5.77E-26 4.30E-04
  6.35E+06 1.50E-11 4.63E-12 4.60E-10 1.35E-18 2.10E-01 1.26E-26 1.68E-26 7.32E-17 1.12E-14 6.47E-15 2.78E-25 4.30E-04
  6.75E+06 1.56E-11 1.59E-12 4.62E-10 1.58E-19 2.10E-01 3.07E-26 3.94E-26 1.62E-16 1.18E-14 5.73E-15 1.01E-24 4.29E-04
  7.15E+06 1.46E-11 4.98E-13 4.64E-10 3.08E-20 2.10E-01 1.42E-25 1.58E-25 3.40E-16 1.21E-14 5.20E-15 4.61E-24 4.29E-04
  7.55E+06 1.41E-11 1.43E-13 4.65E-10 3.42E-21 2.10E-01 5.18E-25 6.12E-25 5.24E-16 1.23E-14 4.75E-15 1.35E-23 4.28E-04
  7.95E+06 1.54E-11 3.98E-14 4.63E-10 1.72E-22 2.09E-01 1.23E-24 2.42E-24 7.51E-16 1.23E-14 4.30E-15 2.99E-23 4.26E-04
  8.35E+06 2.99E-11 1.12E-14 4.47E-10 8.75E-26 2.09E-01 3.64E-26 1.18E-25 4.84E-15 8.45E-15 3.84E-15 1.43E-23 4.23E-04
  8.75E+06 6.33E-11 6.51E-15 4.11E-10 1.00E-28 2.08E-01 2.94E-28 4.80E-27 8.54E-15 4.78E-15 3.35E-15 2.73E-24 4.17E-04
  9.15E+06 9.77E-11 2.89E-15 3.71E-10 1.91E-30 2.06E-01 1.69E-30 3.70E-28 1.01E-14 2.95E-15 2.81E-15 5.74E-25 4.06E-04
  9.55E+06 1.24E-10 1.05E-15 3.34E-10 4.47E-32 2.02E-01 7.33E-33 4.38E-29 1.06E-14 1.83E-15 2.18E-15 1.41E-25 3.87E-04
  9.95E+06 1.33E-10 3.06E-16 3.08E-10 1.18E-33 1.95E-01 4.67E-35 6.88E-30 1.00E-14 1.14E-15 1.50E-15 3.78E-26 3.55E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     

 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 7.80E-11
  1.50E+05 9.50E-11
  2.50E+05 1.31E-10
  3.50E+05 1.76E-10
  7.50E+05 3.66E-10
  1.15E+06 5.14E-10
  1.55E+06 5.33E-10
  1.95E+06 3.47E-10
  2.35E+06 2.23E-10
  2.75E+06 1.51E-10
  3.15E+06 9.52E-11
  3.55E+06 5.32E-11
  3.95E+06 2.67E-11
  4.35E+06 1.20E-11
  4.75E+06 4.96E-12
  5.15E+06 1.85E-12
  5.55E+06 6.44E-13
  5.95E+06 2.03E-13
  6.35E+06 5.54E-14
  6.75E+06 1.19E-14
  7.15E+06 1.75E-15
  7.55E+06 7.95E-17
  7.95E+06 2.18E-19
  8.35E+06 2.04E-24
  8.75E+06 1.44E-34
  9.15E+06 2.27E-55
  9.55E+06 1.04E-97
  9.95E+06 1.00-100

 N =   1  EMAX = 2.42E-05 FOR O       AT Z = 5.00E+04 U = 3.75E-17 RHS =-9.08E-22  DT = 1.00E-07  TIME = 1.00E-08
 N =   4  EMAX = 8.14E-03 FOR O       AT Z = 5.00E+04 U = 3.74E-17 RHS =-3.05E-19  DT = 1.00E-05  TIME = 6.11E-06
 N =   7  EMAX = 6.61E-03 FOR O       AT Z = 1.05E+06 U = 7.89E-16 RHS =-5.22E-18  DT = 8.00E-05  TIME = 7.61E-05
 N =  10  EMAX = 7.23E-03 FOR O       AT Z = 1.75E+06 U = 8.46E-14 RHS =-6.12E-16  DT = 6.40E-04  TIME = 6.36E-04
 N =  13  EMAX = 7.29E-03 FOR O       AT Z = 2.35E+06 U = 2.39E-12 RHS =-1.74E-14  DT = 5.12E-03  TIME = 5.12E-03
 N =  16  EMAX = 2.13E-02 FOR CL      AT Z = 5.00E+04 U = 5.98E-18 RHS = 1.27E-19  DT = 2.30E-02  TIME = 3.58E-02
 N =  19  EMAX = 3.20E-02 FOR CL      AT Z = 5.00E+04 U = 6.47E-18 RHS = 2.07E-19  DT = 5.84E-02  TIME = 1.38E-01
 N =  22  EMAX = 2.29E-02 FOR CL      AT Z = 5.00E+04 U = 7.07E-18 RHS = 1.62E-19  DT = 1.97E-01  TIME = 4.16E-01
 N =  25  EMAX = 2.89E-02 FOR HS      AT Z = 5.00E+04 U = 4.82E-18 RHS = 1.39E-19  DT = 6.65E-01  TIME = 1.35E+00
 N =  28  EMAX = 1.46E-02 FOR HS      AT Z = 5.00E+04 U = 5.21E-18 RHS = 7.60E-20  DT = 2.25E+00  TIME = 4.51E+00
 N =  31  EMAX = 9.71E-03 FOR OH      AT Z = 2.65E+06 U = 2.13E-12 RHS = 2.07E-14  DT = 1.35E+01  TIME = 1.80E+01
 N =  34  EMAX = 1.77E-02 FOR HO2     AT Z = 2.65E+06 U = 1.79E-11 RHS = 3.17E-13  DT = 4.55E+01  TIME = 8.20E+01
 N =  37  EMAX = 3.40E-02 FOR HO2     AT Z = 2.65E+06 U = 1.92E-11 RHS = 6.53E-13  DT = 1.15E+02  TIME = 2.84E+02
 N =  40  EMAX = 3.61E-02 FOR CH3O2   AT Z = 5.00E+04 U = 5.58E-12 RHS =-2.02E-13  DT = 2.53E+02  TIME = 7.44E+02
 N =  43  EMAX = 4.57E-02 FOR N2O5    AT Z = 5.00E+04 U = 4.60E-17 RHS = 2.10E-18  DT = 5.56E+02  TIME = 1.75E+03
 N =  46  EMAX = 6.27E-02 FOR N2O5    AT Z = 5.00E+04 U = 5.39E-17 RHS = 3.38E-18  DT = 7.40E+02  TIME = 3.60E+03
 N =  49  EMAX = 6.93E-02 FOR N2O5    AT Z = 5.00E+04 U = 6.51E-17 RHS = 4.51E-18  DT = 9.86E+02  TIME = 6.05E+03
 RETRY TIME STEP BECAUSE EMAX=  0.46185862404785155     
 N =  52  EMAX = 8.08E-01 FOR HOCL    AT Z = 9.75E+06 U = 7.65E-24 RHS =-6.18E-24  DT = 4.88E+02  TIME = 7.57E+03
 RETRY TIME STEP BECAUSE EMAX=  0.80763669371337887     
 RETRY TIME STEP BECAUSE EMAX=   1.1333898646209715     
 N =  55  EMAX = 2.14E-02 FOR HOCL    AT Z = 9.75E+06 U = 7.84E-24 RHS =-1.68E-25  DT = 3.05E+02  TIME = 7.37E+03
 RETRY TIME STEP BECAUSE EMAX=   3.8730915881134029     
 N =  58  EMAX = 7.40E-01 FOR HOCL    AT Z = 9.75E+06 U = 7.65E-24 RHS =-5.66E-24  DT = 2.06E+02  TIME = 7.91E+03
 RETRY TIME STEP BECAUSE EMAX=  0.73961022272949206     
 N =  61  EMAX = 1.61E-02 FOR N2O5    AT Z = 5.00E+04 U = 8.04E-17 RHS = 1.29E-18  DT = 3.86E+02  TIME = 8.22E+03
 N =  64  EMAX = 7.14E-02 FOR HOCL    AT Z = 9.55E+06 U = 3.88E-23 RHS =-2.77E-24  DT = 8.28E+02  TIME = 9.94E+03
 N =  67  EMAX = 6.97E-02 FOR H       AT Z = 4.15E+06 U = 1.05E-13 RHS = 7.31E-15  DT = 1.30E+03  TIME = 1.29E+04
 N =  70  EMAX = 5.96E-02 FOR N2O5    AT Z = 5.00E+04 U = 1.17E-16 RHS = 6.96E-18  DT = 1.73E+03  TIME = 1.72E+04
 N =  73  EMAX = 5.94E-02 FOR N2O5    AT Z = 5.00E+04 U = 1.39E-16 RHS = 8.26E-18  DT = 2.31E+03  TIME = 2.29E+04
 N =  76  EMAX = 5.60E-02 FOR N2O5    AT Z = 5.00E+04 U = 1.65E-16 RHS = 9.23E-18  DT = 3.07E+03  TIME = 3.05E+04
 N =  79  EMAX = 4.94E-02 FOR N2O5    AT Z = 5.00E+04 U = 1.93E-16 RHS = 9.53E-18  DT = 4.83E+03  TIME = 4.07E+04
 N =  82  EMAX = 5.09E-02 FOR N2O5    AT Z = 5.00E+04 U = 2.24E-16 RHS = 1.14E-17  DT = 7.60E+03  TIME = 5.78E+04
 N =  85  EMAX = 4.31E-01 FOR HOCL    AT Z = 9.45E+06 U = 8.78E-23 RHS =-3.79E-23  DT = 9.78E+03  TIME = 8.61E+04
 RETRY TIME STEP BECAUSE EMAX=  0.43139000156250001     
 N =  88  EMAX = 2.94E-02 FOR H2SO4   AT Z = 5.00E+04 U = 3.58E-12 RHS = 1.05E-13  DT = 1.17E+04  TIME = 9.55E+04
 N =  91  EMAX = 4.04E-01 FOR HOCL    AT Z = 9.45E+06 U = 8.80E-23 RHS =-3.56E-23  DT = 8.49E+03  TIME = 1.27E+05
 RETRY TIME STEP BECAUSE EMAX=  0.40411541127444162     
 N =  94  EMAX = 2.49E-02 FOR HOCL    AT Z = 9.35E+06 U = 2.12E-22 RHS =-5.27E-24  DT = 1.59E+04  TIME = 1.40E+05
 N =  97  EMAX = 3.80E-02 FOR HOCL    AT Z = 1.50E+05 U = 3.09E-13 RHS = 1.17E-14  DT = 3.50E+04  TIME = 2.04E+05
 N = 100  EMAX = 5.58E-02 FOR SO2     AT Z = 8.50E+05 U = 1.34E-10 RHS =-7.45E-12  DT = 5.50E+04  TIME = 3.34E+05
 N = 103  EMAX = 6.37E-02 FOR SO2     AT Z = 9.50E+05 U = 1.13E-10 RHS =-7.20E-12  DT = 7.33E+04  TIME = 5.16E+05
 N = 106  EMAX = 7.27E-02 FOR H2SO4   AT Z = 1.05E+06 U = 5.32E-12 RHS =-3.87E-13  DT = 9.75E+04  TIME = 7.59E+05
 N = 109  EMAX = 8.22E-02 FOR H2SO4   AT Z = 1.05E+06 U = 4.21E-12 RHS =-3.46E-13  DT = 1.30E+05  TIME = 1.08E+06
 N = 112  EMAX = 9.28E-02 FOR H2SO4   AT Z = 1.15E+06 U = 2.79E-12 RHS =-2.59E-13  DT = 1.73E+05  TIME = 1.51E+06
 N = 115  EMAX = 1.02E-01 FOR H2SO4   AT Z = 1.25E+06 U = 1.42E-12 RHS =-1.45E-13  DT = 2.09E+05  TIME = 2.08E+06
 N = 118  EMAX = 9.85E-02 FOR H2SO4   AT Z = 1.35E+06 U = 6.40E-13 RHS =-6.30E-14  DT = 2.78E+05  TIME = 2.77E+06
 N = 121  EMAX = 1.03E-01 FOR H2SO4   AT Z = 1.35E+06 U = 4.74E-13 RHS =-4.89E-14  DT = 3.37E+05  TIME = 3.70E+06
 N = 124  EMAX = 1.01E-01 FOR H2SO4   AT Z = 1.45E+06 U = 2.17E-13 RHS =-2.18E-14  DT = 4.07E+05  TIME = 4.81E+06
 N = 127  EMAX = 9.72E-02 FOR H2SO4   AT Z = 1.55E+06 U = 1.02E-13 RHS =-9.95E-15  DT = 5.42E+05  TIME = 6.16E+06
 N = 130  EMAX = 1.01E-01 FOR H2SO4   AT Z = 1.65E+06 U = 4.80E-14 RHS =-4.85E-15  DT = 6.56E+05  TIME = 7.95E+06
 N = 133  EMAX = 9.77E-02 FOR H2SO4   AT Z = 1.75E+06 U = 2.24E-14 RHS =-2.19E-15  DT = 8.73E+05  TIME = 1.01E+07
 N = 136  EMAX = 1.00E-01 FOR H2SO4   AT Z = 1.95E+06 U = 6.29E-15 RHS =-6.29E-16  DT = 1.16E+06  TIME = 1.30E+07
 N = 139  EMAX = 9.80E-02 FOR H2SO4   AT Z = 2.05E+06 U = 2.92E-15 RHS =-2.86E-16  DT = 1.55E+06  TIME = 1.69E+07
 N = 142  EMAX = 8.75E-02 FOR SO2     AT Z = 2.65E+06 U = 3.23E-15 RHS =-2.83E-16  DT = 1.87E+06  TIME = 2.18E+07
 N = 145  EMAX = 5.82E-02 FOR HSO     AT Z = 1.95E+06 U = 1.03E-18 RHS = 6.02E-20  DT = 2.49E+06  TIME = 2.80E+07
 N = 148  EMAX = 6.82E-02 FOR HSO     AT Z = 1.95E+06 U = 1.19E-18 RHS = 8.11E-20  DT = 3.92E+06  TIME = 3.73E+07
 N = 151  EMAX = 7.43E-02 FOR HSO     AT Z = 1.95E+06 U = 1.36E-18 RHS = 1.01E-19  DT = 6.16E+06  TIME = 5.19E+07
 N = 154  EMAX = 6.60E-02 FOR HSO     AT Z = 1.95E+06 U = 1.53E-18 RHS = 1.01E-19  DT = 9.70E+06  TIME = 7.49E+07
 N = 157  EMAX = 5.83E-02 FOR H2CO    AT Z = 2.75E+06 U = 3.33E-11 RHS =-1.94E-12  DT = 1.29E+07  TIME = 1.07E+08
 N = 160  EMAX = 5.69E-02 FOR H2CO    AT Z = 2.85E+06 U = 3.35E-11 RHS =-1.90E-12  DT = 1.72E+07  TIME = 1.50E+08
 N = 163  EMAX = 2.82E-01 FOR H2SO4   AT Z = 2.55E+06 U = 6.28E-15 RHS = 1.77E-15  DT = 1.87E+07  TIME = 2.07E+08
 N = 166  EMAX = 2.35E-01 FOR H2SO4   AT Z = 2.55E+06 U = 6.42E-15 RHS = 1.51E-15  DT = 1.97E+07  TIME = 2.64E+08
 N = 169  EMAX = 1.95E-01 FOR H2SO4   AT Z = 2.55E+06 U = 6.57E-15 RHS = 1.28E-15  DT = 2.39E+07  TIME = 3.28E+08
 N = 172  EMAX = 1.68E-01 FOR H2SO4   AT Z = 2.55E+06 U = 6.73E-15 RHS = 1.13E-15  DT = 3.23E+07  TIME = 4.12E+08
